CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,Recency,TenureDays,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment,Decile
13240,2011-09-04 14:08:00,2010-12-09 12:49:00,4,663.65,96,269,165.9125,2,2,3,7,Lost / Low Value,6
13242,2011-08-19 12:53:00,2011-05-10 12:26:00,3,270.40000000000003,112,101,90.13333333333334,2,2,4,8,Lost / Low Value,8
13243,2011-05-20 13:14:00,2011-05-20 13:14:00,1,585.12,203,0,585.12,1,4,3,8,At Risk,6
13244,2011-09-08 11:46:00,2011-09-08 11:46:00,1,121.74000000000001,93,0,121.74000000000001,2,4,5,11,Can't Lose Them,10
13245,2011-10-20 11:40:00,2011-10-20 11:40:00,1,430.5,51,0,430.5,3,4,4,11,Needs Attention,7
13246,2011-11-21 16:50:00,2011-01-13 13:36:00,6,1961.52,18,312,326.92,4,1,2,7,New / Promising,3
13247,2011-11-22 10:59:00,2011-09-18 11:31:00,4,501.12,18,64,125.28,4,2,3,9,New / Promising,6
13248,2011-08-07 12:40:00,2011-06-03 13:05:00,2,465.68,125,64,232.84,2,3,4,9,At Risk,7
13249,2011-09-08 13:26:00,2011-03-23 15:26:00,3,711.41,92,168,237.13666666666666,2,2,3,7,Lost / Low Value,5
13253,2011-07-06 10:09:00,2011-01-04 15:43:00,2,1030.4,157,182,515.2,2,3,2,7,At Risk,4
13255,2011-11-30 13:14:00,2010-12-01 11:58:00,2,399.51,9,364,199.755,5,3,4,12,Needs Attention,7
13258,2011-11-28 09:31:00,2011-05-18 13:11:00,3,672.83,12,193,224.27666666666667,5,2,3,10,New / Promising,5
13259,2011-10-09 10:48:00,2011-10-09 10:48:00,1,283.18,62,0,283.18,3,4,4,11,Needs Attention,8
13260,2011-10-09 13:21:00,2011-10-09 13:21:00,1,557.62,61,0,557.62,3,4,3,10,Needs Attention,6
13261,2011-03-16 12:22:00,2011-02-27 10:41:00,2,944.1,269,17,472.05,1,3,2,6,At Risk,4
13262,2011-03-21 15:06:00,2011-03-21 15:06:00,1,200.29,263,0,200.29,1,4,5,10,Can't Lose Them,9
13263,2011-12-08 13:59:00,2011-01-18 16:31:00,35,7436.93,1,323,212.48371428571429,5,1,1,7,New / Promising,1
13265,2011-10-17 15:02:00,2011-03-11 09:54:00,5,2092.66,53,220,418.532,3,2,1,6,Needs Attention,2
13266,2011-11-28 14:39:00,2011-03-28 10:14:00,12,3834.2599999999998,11,245,319.52166666666665,5,1,1,7,New / Promising,1
13267,2011-12-07 11:12:00,2010-12-08 09:20:00,19,4521.49,3,364,237.97315789473683,5,1,1,7,New / Promising,1
13268,2011-11-22 11:51:00,2011-03-17 13:20:00,11,3174.75,18,249,288.6136363636364,4,1,1,6,New / Promising,2
13269,2011-12-08 14:53:00,2010-12-05 11:51:00,15,5343.28,1,368,356.21866666666665,5,1,1,7,New / Promising,1
13270,2010-12-08 14:53:00,2010-12-08 14:53:00,1,590.0,366,0,590.0,1,4,3,8,At Risk,6
13271,2011-11-02 14:31:00,2011-11-02 14:31:00,1,211.49,37,0,211.49,3,4,5,12,Needs Attention,9
13272,2011-11-08 14:00:00,2011-09-11 12:06:00,2,276.56,31,58,138.28,4,3,4,11,Needs Attention,8
13273,2011-08-18 14:02:00,2011-08-18 14:02:00,1,138.98,113,0,138.98,2,4,5,11,Can't Lose Them,10
13276,2011-10-07 12:44:00,2011-09-01 10:03:00,2,590.9300000000001,64,36,295.46500000000003,3,3,3,9,Needs Attention,6
13277,2011-11-24 09:21:00,2011-07-29 10:06:00,4,258.4,16,117,64.6,4,2,4,10,Needs Attention,8
13278,2011-10-30 11:49:00,2011-10-30 11:49:00,1,542.73,41,0,542.73,3,4,3,10,Needs Attention,6
13279,2011-09-22 17:24:00,2011-09-22 17:24:00,1,137.75,78,0,137.75,2,4,5,11,Can't Lose Them,10
13280,2011-08-09 13:14:00,2011-01-06 17:10:00,3,798.46,122,214,266.15333333333336,2,2,3,7,Lost / Low Value,5
13282,2011-11-21 15:33:00,2011-05-03 12:03:00,3,1132.14,18,202,377.38000000000005,4,2,2,8,New / Promising,4
13283,2011-10-11 09:50:00,2011-06-07 12:39:00,2,93.66,60,125,46.83,3,3,5,11,Needs Attention,10
13284,2011-01-13 09:23:00,2011-01-13 09:23:00,1,201.19,331,0,201.19,1,4,5,10,Can't Lose Them,9
13285,2011-11-16 13:19:00,2011-02-22 17:13:00,4,2709.12,23,266,677.28,4,2,1,7,New / Promising,2
13291,2011-07-07 10:36:00,2011-07-07 10:36:00,1,361.11,156,0,361.11,2,4,4,10,Can't Lose Them,7
13292,2011-11-01 10:04:00,2011-02-28 15:00:00,2,578.9399999999999,39,245,289.46999999999997,3,3,3,9,Needs Attention,6
13294,2011-06-03 08:54:00,2011-04-04 12:37:00,2,873.74,190,59,436.87,1,3,3,7,At Risk,5
13295,2010-12-15 11:21:00,2010-12-15 11:21:00,1,201.20000000000002,360,0,201.20000000000002,1,4,5,10,Can't Lose Them,9
13296,2011-07-25 13:46:00,2011-07-25 13:46:00,1,87.4,137,0,87.4,2,4,5,11,Can't Lose Them,10
13297,2011-12-02 09:32:00,2011-10-03 15:08:00,4,2089.85,8,59,522.4625,5,2,1,8,New / Promising,2
13298,2011-12-08 13:11:00,2011-12-08 13:11:00,1,360.0,1,0,360.0,5,4,4,13,Champions,7
13299,2011-03-16 12:55:00,2011-03-16 12:55:00,1,142.5,268,0,142.5,1,4,5,10,Can't Lose Them,10
13300,2011-06-23 13:09:00,2011-06-23 13:09:00,1,371.89,169,0,371.89,2,4,4,10,Can't Lose Them,7
13301,2011-08-28 11:25:00,2011-02-20 13:13:00,4,618.09,104,188,154.5225,2,2,3,7,Lost / Low Value,6
13302,2011-07-07 17:56:00,2011-07-07 17:56:00,1,63.75,155,0,63.75,2,4,5,11,Can't Lose Them,10
13304,2010-12-23 14:35:00,2010-12-23 14:35:00,1,300.42,351,0,300.42,1,4,4,9,Can't Lose Them,8
13305,2011-12-05 15:15:00,2010-12-02 12:10:00,10,2000.86,4,368,200.08599999999998,5,1,2,8,New / Promising,3
13307,2011-08-11 17:14:00,2011-08-11 17:14:00,1,15.0,120,0,15.0,2,4,5,11,Can't Lose Them,10
13308,2011-11-17 09:31:00,2011-05-20 13:13:00,3,1385.51,23,180,461.83666666666664,4,2,2,8,New / Promising,3
13309,2011-12-02 16:34:00,2011-02-04 12:29:00,5,1456.79,7,301,291.358,5,2,2,9,New / Promising,3
13310,2011-11-11 17:23:00,2011-01-19 14:50:00,3,1132.03,28,296,377.3433333333333,4,2,2,8,New / Promising,4
13311,2011-12-05 12:55:00,2011-07-12 14:26:00,2,598.57,4,145,299.285,5,3,3,11,Needs Attention,6
13313,2011-11-17 16:48:00,2011-01-04 10:00:00,5,1555.32,22,317,311.06399999999996,4,2,2,8,New / Promising,3
13314,2011-12-08 12:29:00,2011-09-27 10:20:00,3,775.94,2,72,258.6466666666667,5,2,3,10,New / Promising,5
13316,2011-11-02 13:40:00,2011-03-30 13:01:00,4,5732.93,37,217,1433.2325,3,2,1,6,Needs Attention,1
13317,2011-10-04 13:35:00,2010-12-16 09:22:00,6,2273.68,66,292,378.94666666666666,3,1,1,5,Needs Attention,2
13318,2011-12-08 18:51:00,2011-11-02 13:26:00,3,640.76,1,36,213.58666666666667,5,2,3,10,New / Promising,6
13319,2011-12-04 13:34:00,2010-12-09 10:04:00,26,10845.550000000001,5,360,417.1365384615385,5,1,1,7,New / Promising,1
13320,2011-09-22 18:07:00,2011-05-10 10:29:00,4,1532.2,78,135,383.05,2,2,2,6,Lost / Low Value,3
13321,2011-09-28 15:24:00,2011-09-14 15:18:00,2,567.36,72,14,283.68,2,3,3,8,At Risk,6
13322,2011-11-22 14:21:00,2011-11-22 14:21:00,1,199.48000000000002,17,0,199.48000000000002,4,4,5,13,Champions,9
13323,2011-12-06 17:12:00,2011-09-16 13:23:00,5,787.85,3,81,157.57,5,2,3,10,New / Promising,5
13324,2011-11-03 16:28:00,2010-12-14 09:50:00,10,7121.95,36,324,712.1949999999999,3,1,1,5,Needs Attention,1
13325,2011-09-19 10:36:00,2011-09-19 10:36:00,1,675.3,82,0,675.3,2,4,3,9,At Risk,5
13327,2011-11-01 10:21:00,2010-12-09 15:32:00,8,3627.77,39,326,453.47125,3,1,1,5,Needs Attention,2
13328,2011-01-27 15:22:00,2011-01-27 15:22:00,1,1308.48,316,0,1308.48,1,4,2,7,At Risk,4
13329,2011-11-08 10:29:00,2010-12-08 10:11:00,2,789.0,32,335,394.5,4,3,3,10,Needs Attention,5
13330,2011-09-08 12:27:00,2011-01-28 10:08:00,3,1140.93,93,223,380.31,2,2,2,6,Lost / Low Value,4
13332,2011-11-25 13:30:00,2011-11-25 13:30:00,1,350.9,14,0,350.9,4,4,4,12,Champions,7
13334,2011-09-18 15:21:00,2011-02-07 11:42:00,3,3502.32,82,223,1167.44,2,2,1,5,Lost / Low Value,2
13336,2011-09-23 14:05:00,2011-09-23 14:05:00,1,795.12,77,0,795.12,2,4,3,9,At Risk,5
13338,2011-07-05 09:06:00,2011-07-05 09:06:00,1,487.02,158,0,487.02,2,4,4,10,Can't Lose Them,7
13339,2011-05-23 08:31:00,2011-05-23 08:31:00,1,860.12,201,0,860.12,1,4,3,8,At Risk,5
13340,2011-10-25 13:15:00,2011-03-08 11:39:00,7,10736.48,45,231,1533.782857142857,3,1,1,5,Needs Attention,1
13341,2011-03-24 09:50:00,2011-03-24 09:50:00,1,775.85,261,0,775.85,1,4,3,8,At Risk,5
13343,2011-06-15 12:24:00,2011-06-15 12:24:00,1,353.43,178,0,353.43,2,4,4,10,Can't Lose Them,7
13344,2011-10-03 09:45:00,2011-03-07 10:28:00,3,2511.69,68,209,837.23,3,2,1,6,Needs Attention,2
13345,2011-02-25 09:01:00,2011-02-25 09:01:00,1,389.5,288,0,389.5,1,4,4,9,Can't Lose Them,7
13347,2011-09-30 13:28:00,2011-09-30 13:28:00,1,341.36,70,0,341.36,3,4,4,11,Needs Attention,8
13348,2011-10-06 17:28:00,2011-10-06 17:28:00,1,233.76,64,0,233.76,3,4,5,12,Needs Attention,9
13349,2011-11-29 08:07:00,2011-11-29 08:07:00,1,247.32,11,0,247.32,5,4,5,14,Champions,9
13350,2011-11-23 16:33:00,2011-09-21 13:33:00,2,979.12,16,63,489.56,4,3,2,9,Needs Attention,4
13351,2011-10-04 12:55:00,2011-10-04 12:55:00,1,373.94,66,0,373.94,3,4,4,11,Needs Attention,7
13352,2011-10-10 13:55:00,2011-10-10 13:55:00,1,397.97999999999996,60,0,397.97999999999996,3,4,4,11,Needs Attention,7
13354,2011-09-29 13:17:00,2011-09-29 13:17:00,1,743.53,71,0,743.53,3,4,3,10,Needs Attention,5
13355,2011-08-09 14:48:00,2011-08-09 14:48:00,1,674.7,122,0,674.7,2,4,3,9,At Risk,5
13356,2011-09-20 14:33:00,2011-09-20 14:33:00,1,768.24,80,0,768.24,2,4,3,9,At Risk,5
13357,2011-03-27 13:56:00,2011-03-27 13:56:00,1,609.4,257,0,609.4,1,4,3,8,At Risk,6
13358,2011-03-16 11:52:00,2011-03-16 11:52:00,1,439.03,269,0,439.03,1,4,4,9,Can't Lose Them,7
13359,2011-10-07 09:30:00,2011-10-07 09:30:00,1,439.56,64,0,439.56,3,4,4,11,Needs Attention,7
13362,2011-11-30 14:41:00,2011-02-25 11:33:00,4,3090.7400000000002,9,278,772.6850000000001,5,2,1,8,New / Promising,2
13363,2011-11-22 12:40:00,2011-10-27 10:46:00,2,992.5,18,26,496.25,4,3,2,9,Needs Attention,4
13364,2011-09-29 18:13:00,2011-09-29 18:13:00,1,134.95999999999998,71,0,134.95999999999998,3,4,5,12,Needs Attention,10
13365,2011-11-06 12:36:00,2011-05-06 12:00:00,2,2225.37,34,184,1112.685,3,3,1,7,Needs Attention,2
13366,2011-10-20 13:37:00,2011-10-20 13:37:00,1,56.160000000000004,50,0,56.160000000000004,3,4,5,12,Needs Attention,10
13368,2011-03-28 09:59:00,2011-01-06 12:32:00,2,623.4,257,80,311.7,1,3,3,7,At Risk,6
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,308.28000000000003,366,0,308.28000000000003,1,4,4,9,Can't Lose Them,8
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,754.87,372,0,754.87,1,4,3,8,At Risk,5
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,378.64,90,0,378.64,2,4,4,10,Can't Lose Them,7
13373,2011-10-10 10:51:00,2011-03-08 14:35:00,3,3312.25,61,215,1104.0833333333333,3,2,1,6,Needs Attention,2
13375,2011-09-12 10:19:00,2011-09-12 10:19:00,1,778.65,89,0,778.65,2,4,3,9,At Risk,5
13376,2011-09-01 16:16:00,2011-04-19 13:03:00,3,1019.76,99,135,339.92,2,2,2,6,Lost / Low Value,4
13379,2011-11-13 13:45:00,2011-07-26 12:26:00,3,572.56,26,110,190.85333333333332,4,2,3,9,New / Promising,6
13381,2011-11-08 11:58:00,2011-02-14 10:10:00,6,3639.31,32,267,606.5516666666666,4,1,1,6,New / Promising,2
13382,2011-03-04 10:03:00,2011-03-04 10:03:00,1,222.99,281,0,222.99,1,4,5,10,Can't Lose Them,9
13384,2011-11-09 11:04:00,2011-06-14 12:47:00,7,4151.93,31,147,593.1328571428572,4,1,1,6,New / Promising,1
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,534.57,330,0,534.57,1,4,3,8,At Risk,6
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,2,677.1,131,0,338.55,2,3,3,8,At Risk,5
13389,2011-11-28 14:01:00,2011-04-21 12:12:00,3,797.96,11,221,265.9866666666667,5,2,3,10,New / Promising,5
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,544.08,75,0,544.08,2,4,3,9,At Risk,6
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,204,0,59.8,1,4,5,10,Can't Lose Them,10
13394,2011-12-08 11:36:00,2011-02-03 10:39:00,8,2520.02,2,308,315.0025,5,1,1,7,New / Promising,2
13395,2011-06-07 15:04:00,2011-06-07 15:04:00,1,307.72,185,0,307.72,1,4,4,9,Can't Lose Them,8
13396,2011-11-10 16:59:00,2011-01-24 13:37:00,2,1360.99,29,290,680.495,4,3,2,9,Needs Attention,3
13397,2011-09-28 10:56:00,2011-01-04 13:50:00,5,1544.13,73,266,308.826,2,2,2,6,Lost / Low Value,3
13398,2011-05-31 13:17:00,2011-05-31 13:17:00,1,457.34,192,0,457.34,1,4,4,9,Can't Lose Them,7
13402,2011-08-04 15:51:00,2010-12-02 17:12:00,2,621.23,127,244,310.615,2,3,3,8,At Risk,6
13403,2011-11-22 08:28:00,2011-11-22 08:28:00,1,75.0,18,0,75.0,4,4,5,13,Champions,10
13404,2011-12-08 15:37:00,2011-05-11 11:57:00,2,252.49,1,211,126.245,5,3,4,12,Needs Attention,8
13405,2011-09-26 17:01:00,2011-01-26 09:27:00,3,572.451,74,243,190.817,2,2,3,7,Lost / Low Value,6
13408,2011-12-08 09:05:00,2010-12-01 10:39:00,62,28117.04,2,371,453.5006451612903,5,1,1,7,New / Promising,1
13410,2011-11-15 15:33:00,2011-02-21 14:38:00,5,1003.06,24,267,200.612,4,2,2,8,New / Promising,4
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,213.55,107,0,213.55,2,4,5,11,Can't Lose Them,9
13414,2011-07-29 11:45:00,2011-02-16 12:13:00,3,1390.5,134,162,463.5,2,2,2,6,Lost / Low Value,3
13416,2011-10-27 08:56:00,2011-09-19 14:43:00,2,712.5,44,37,356.25,3,3,3,9,Needs Attention,5
13417,2011-12-05 08:49:00,2011-05-18 16:26:00,2,640.83,5,200,320.415,5,3,3,11,Needs Attention,6
13418,2011-11-28 10:23:00,2010-12-02 10:45:00,18,6127.43,12,360,340.4127777777778,5,1,1,7,New / Promising,1
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,221.06,64,0,221.06,3,4,5,12,Needs Attention,9
13420,2011-07-13 08:48:00,2011-06-22 11:35:00,2,159.85,150,20,79.925,2,3,5,10,At Risk,9
13421,2011-10-30 14:21:00,2011-02-22 15:46:00,2,1833.71,40,249,916.855,3,3,2,8,Needs Attention,3
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,2626.3,64,0,2626.3,3,4,1,8,Needs Attention,2
13425,2011-08-23 17:13:00,2011-02-18 08:34:00,3,1624.21,108,186,541.4033333333333,2,2,2,6,Lost / Low Value,3
13426,2011-12-09 08:59:00,2010-12-15 12:43:00,10,3641.32,1,358,364.132,5,1,1,7,New / Promising,1
13427,2011-11-20 13:02:00,2011-05-08 15:58:00,3,582.6,19,195,194.20000000000002,4,2,3,9,New / Promising,6
13428,2011-11-29 14:20:00,2011-11-29 14:20:00,1,201.78,10,0,201.78,5,4,5,14,Champions,9
13429,2011-11-29 09:10:00,2011-09-25 15:59:00,4,1006.8,11,64,251.7,5,2,2,9,New / Promising,4
13430,2011-11-21 08:19:00,2011-09-14 14:26:00,2,679.45,19,67,339.725,4,3,3,10,Needs Attention,5
13431,2011-10-03 13:49:00,2011-09-12 11:25:00,2,1269.1,67,21,634.55,3,3,2,8,Needs Attention,4
13434,2011-09-26 14:30:00,2011-09-04 10:35:00,2,534.24,74,22,267.12,2,3,3,8,At Risk,6
13435,2011-12-04 14:45:00,2011-06-03 17:07:00,7,3809.8900000000003,5,183,544.2700000000001,5,1,1,7,New / Promising,1
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,196.89,2,0,196.89,5,4,5,14,Champions,9
13437,2011-11-25 14:00:00,2011-06-02 14:30:00,7,3408.06,14,175,486.86571428571426,4,1,1,6,New / Promising,2
13439,2011-03-29 14:20:00,2011-03-29 14:20:00,1,283.71,255,0,283.71,1,4,4,9,Can't Lose Them,8
13441,2011-09-09 09:38:00,2011-09-09 09:38:00,1,296.64,92,0,296.64,2,4,4,10,Can't Lose Them,8
13447,2011-11-16 13:38:00,2011-11-04 10:10:00,3,1129.14,23,12,376.38000000000005,4,2,2,8,New / Promising,4
13448,2011-11-23 12:33:00,2010-12-01 10:52:00,6,3534.69,17,357,589.115,4,1,1,6,New / Promising,2
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,291.88,24,0,291.88,4,4,4,12,Champions,8
13450,2011-11-13 11:54:00,2011-05-05 19:48:00,6,2043.7199999999998,27,191,340.61999999999995,4,1,2,7,New / Promising,3
13451,2011-11-13 15:58:00,2011-01-09 15:35:00,5,2898.2599999999998,26,308,579.6519999999999,4,2,1,7,New / Promising,2
13452,2011-03-25 14:19:00,2011-03-14 11:38:00,2,590.0,259,11,295.0,1,3,3,7,At Risk,6
13453,2011-06-27 09:34:00,2011-02-23 09:44:00,2,356.97999999999996,166,123,178.48999999999998,2,3,4,9,At Risk,7
13455,2011-11-15 11:21:00,2010-12-08 13:11:00,2,1058.34,25,341,529.17,4,3,2,9,Needs Attention,4
13456,2011-11-22 09:18:00,2011-05-16 15:34:00,6,1766.72,18,189,294.4533333333333,4,1,2,7,New / Promising,3
13458,2011-12-02 15:29:00,2010-12-15 12:05:00,14,9646.57,7,352,689.0407142857142,5,1,1,7,New / Promising,1
13460,2011-11-10 17:17:00,2011-10-21 09:50:00,2,183.44,29,20,91.72,4,3,5,12,Needs Attention,9
13461,2011-11-01 09:01:00,2011-06-29 10:23:00,3,1445.0,39,124,481.6666666666667,3,2,2,7,Needs Attention,3
13462,2011-04-01 11:20:00,2011-04-01 11:20:00,1,151.5,253,0,151.5,1,4,5,10,Can't Lose Them,10
13464,2011-10-12 15:01:00,2011-10-12 15:01:00,1,674.68,58,0,674.68,3,4,3,10,Needs Attention,5
13466,2011-06-08 16:39:00,2011-06-08 16:39:00,1,307.9,184,0,307.9,1,4,4,9,Can't Lose Them,8
13467,2011-11-29 10:01:00,2011-11-03 16:56:00,2,1071.91,11,25,535.955,5,3,2,10,Needs Attention,4
13468,2011-12-08 10:39:00,2010-12-01 15:08:00,37,5704.97,2,371,154.1883783783784,5,1,1,7,New / Promising,1
13470,2011-09-01 14:57:00,2011-08-16 17:06:00,2,165.0,99,15,82.5,2,3,5,10,At Risk,9
13471,2011-12-08 15:44:00,2011-10-23 13:10:00,4,2501.84,1,46,625.46,5,2,1,8,New / Promising,2
13473,2011-10-10 11:20:00,2011-01-11 08:45:00,2,422.64,61,272,211.32,3,3,4,10,Needs Attention,7
13474,2011-04-17 13:53:00,2011-04-17 13:53:00,1,226.84,236,0,226.84,1,4,5,10,Can't Lose Them,9
13475,2011-06-01 13:52:00,2011-02-14 12:36:00,4,1431.78,191,107,357.945,1,2,2,5,Lost / Low Value,3
13476,2011-06-14 12:00:00,2011-03-03 14:43:00,2,1238.47,179,102,619.235,2,3,2,7,At Risk,4
13477,2011-11-02 12:04:00,2011-02-21 12:29:00,6,1454.58,38,253,242.42999999999998,3,1,2,6,Needs Attention,3
13479,2011-05-23 10:45:00,2011-04-19 11:27:00,2,300.95,201,33,150.475,1,3,4,8,At Risk,8
13481,2011-10-25 09:07:00,2011-03-28 09:07:00,5,1804.56,46,211,360.912,3,2,2,7,Needs Attention,3
13482,2011-04-21 17:03:00,2011-04-21 17:03:00,1,184.64,232,0,184.64,1,4,5,10,Can't Lose Them,9
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,140.34,66,0,140.34,3,4,5,12,Needs Attention,10
13484,2011-04-12 16:30:00,2011-04-12 16:30:00,1,313.8,241,0,313.8,1,4,4,9,Can't Lose Them,8
13485,2011-04-20 13:58:00,2011-04-20 13:58:00,1,454.24,233,0,454.24,1,4,4,9,Can't Lose Them,7
13486,2011-09-22 13:13:00,2011-07-07 17:19:00,3,1122.41,78,76,374.1366666666667,2,2,2,6,Lost / Low Value,4
13487,2011-10-13 12:07:00,2010-12-21 14:54:00,3,575.4,58,295,191.79999999999998,3,2,3,8,Needs Attention,6
13488,2011-11-22 14:41:00,2010-12-07 13:01:00,13,8968.31,17,350,689.87,4,1,1,6,New / Promising,1
13489,2011-08-26 13:16:00,2011-02-18 10:42:00,4,449.52,105,189,112.38,2,2,4,8,Lost / Low Value,7
13491,2011-10-19 08:32:00,2010-12-02 14:30:00,10,1215.82,52,320,121.582,3,1,2,6,Needs Attention,4
13492,2011-07-26 14:25:00,2011-05-09 10:06:00,3,1269.84,136,78,423.28,2,2,2,6,Lost / Low Value,4
13493,2011-03-09 15:35:00,2011-02-25 16:42:00,2,618.63,275,11,309.315,1,3,3,7,At Risk,6
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,316.26000000000005,312,0,316.26000000000005,1,4,4,9,Can't Lose Them,8
13495,2011-12-02 11:21:00,2010-12-06 15:14:00,5,2044.8700000000001,8,360,408.97400000000005,5,2,2,9,New / Promising,3
13496,2011-11-29 10:58:00,2010-12-15 10:17:00,2,653.33,11,349,326.665,5,3,3,11,Needs Attention,6
13497,2011-03-02 09:04:00,2010-12-06 11:37:00,2,348.05,283,85,174.025,1,3,4,8,At Risk,8
13499,2011-11-22 11:21:00,2011-03-15 08:52:00,5,1159.11,18,252,231.82199999999997,4,2,2,8,New / Promising,4
13500,2011-11-16 15:35:00,2011-08-09 12:20:00,3,1166.77,23,99,388.92333333333335,4,2,2,8,New / Promising,4
13501,2011-02-24 18:59:00,2011-02-24 18:59:00,1,1340.32,288,0,1340.32,1,4,2,7,At Risk,4
13502,2011-11-23 10:39:00,2011-01-20 09:03:00,3,292.0,17,307,97.33333333333333,4,2,4,10,Needs Attention,8
13503,2011-09-29 13:23:00,2011-09-29 13:23:00,1,216.85,71,0,216.85,3,4,5,12,Needs Attention,9
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,295.93,64,0,295.93,3,4,4,11,Needs Attention,8
13505,2011-09-28 11:56:00,2011-04-21 12:07:00,4,4393.63,73,159,1098.4075,2,2,1,5,Lost / Low Value,1
13506,2011-01-27 13:53:00,2010-12-05 12:15:00,2,458.52,316,53,229.26,1,3,4,8,At Risk,7
13507,2011-12-06 13:13:00,2011-07-17 11:50:00,4,2479.16,3,142,619.79,5,2,1,8,New / Promising,2
13508,2011-04-10 11:58:00,2011-04-10 11:58:00,1,110.97,244,0,110.97,1,4,5,10,Can't Lose Them,10
13509,2011-12-01 10:10:00,2011-02-28 13:27:00,7,979.72,9,275,139.96,5,1,2,8,New / Promising,4
13510,2011-12-08 13:46:00,2011-06-09 09:32:00,4,1791.56,1,182,447.89,5,2,2,9,New / Promising,3
13512,2011-03-24 10:03:00,2011-03-24 10:03:00,1,251.21,261,0,251.21,1,4,4,9,Can't Lose Them,8
13513,2011-08-05 11:50:00,2011-08-05 11:50:00,1,205.1,127,0,205.1,2,4,5,11,Can't Lose Them,9
13514,2011-09-27 09:39:00,2011-09-27 09:39:00,1,152.20000000000002,74,0,152.20000000000002,2,4,5,11,Can't Lose Them,10
13515,2011-09-28 11:26:00,2011-04-06 10:33:00,4,891.12,73,175,222.78,2,2,3,7,Lost / Low Value,5
13516,2011-11-18 13:15:00,2011-04-15 11:06:00,3,1389.41,21,217,463.1366666666667,4,2,2,8,New / Promising,3
13517,2011-10-11 11:43:00,2011-06-13 08:44:00,3,2128.42,60,120,709.4733333333334,3,2,1,6,Needs Attention,2
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,627.16,86,0,627.16,2,4,3,9,At Risk,6
13519,2011-09-22 18:24:00,2011-09-22 18:24:00,1,122.75,78,0,122.75,2,4,5,11,Can't Lose Them,10
13520,2011-10-12 10:20:00,2010-12-03 10:36:00,6,3624.35,59,312,604.0583333333333,3,1,1,5,Needs Attention,2
13521,2011-12-08 13:50:00,2011-11-29 15:09:00,3,1071.73,1,8,357.24333333333334,5,2,2,9,New / Promising,4
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,125.80000000000001,30,0,125.80000000000001,4,4,5,13,Champions,10
13523,2011-11-06 15:11:00,2010-12-08 14:22:00,5,3964.88,33,333,792.976,3,2,1,6,Needs Attention,1
13524,2011-10-30 12:34:00,2011-05-04 12:26:00,5,680.1800000000001,41,179,136.036,3,2,3,8,Needs Attention,5
13525,2011-11-25 12:01:00,2011-04-05 15:36:00,2,628.78,15,233,314.39,4,3,3,10,Needs Attention,6
13527,2011-11-06 12:04:00,2011-01-17 11:17:00,7,2242.36,34,293,320.33714285714285,3,1,1,5,Needs Attention,2
13529,2011-09-22 09:15:00,2011-05-19 11:50:00,2,307.76,79,125,153.88,2,3,4,9,At Risk,8
13531,2011-05-18 16:56:00,2010-12-08 15:03:00,2,483.8,205,161,241.9,1,3,4,8,At Risk,7
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,210.31,34,0,210.31,3,4,5,12,Needs Attention,9
13533,2011-06-10 11:54:00,2011-03-17 12:47:00,3,269.09,183,84,89.69666666666666,1,2,4,7,Lost / Low Value,8
13534,2011-12-07 14:52:00,2010-12-16 15:23:00,25,5870.08,2,355,234.8032,5,1,1,7,New / Promising,1
13536,2011-12-08 16:38:00,2011-09-25 13:30:00,7,3444.39,1,74,492.05571428571426,5,1,1,7,New / Promising,2
13538,2011-10-27 16:34:00,2011-01-28 10:40:00,7,1280.85,43,272,182.97857142857143,3,1,2,6,Needs Attention,4
13539,2011-09-15 10:18:00,2011-02-03 15:23:00,3,631.34,86,223,210.4466666666667,2,2,3,7,Lost / Low Value,6
13544,2011-10-31 11:57:00,2011-04-13 12:09:00,2,276.06,40,200,138.03,3,3,4,10,Needs Attention,8
13546,2011-11-27 14:50:00,2011-05-23 12:14:00,3,621.09,12,188,207.03,5,2,3,10,New / Promising,6
13548,2011-09-04 14:50:00,2011-04-10 11:35:00,2,678.16,96,147,339.08,2,3,3,8,At Risk,5
